Rank,Name,Platform,Year,Genre,Publisher,Developer,Global_Sales
10384,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,,0.11
10385,Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,,0.11
10386,The Smurfs 2,PS3,2013,Platform,Ubisoft,,0.11
10387,The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,,0.11
10388,Terraria,PSV,2013,Action,Screenlife,,0.11
10389,Shining Ark,PSP,2013,Role-Playing,Sega,,0.11
10390,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,,0.11
10391,Angry Birds Star Wars,WiiU,2013,Strategy,Activision,,0.11
10392,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,,0.11
10393,Yakuza,PS3,2012,Action,Sega,,0.11
10394,Final Fantasy III,PSP,2012,Role-Playing,Square Enix,,0.11
10395,Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,,0.11
10396,Funky Barn,3DS,2012,Simulation,Ubisoft,,0.11
10397,AKB48+Me,3DS,2012,Action,Unknown,,0.11
10398,My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,,0.11
10399,Blades of Time,X360,2012,Action,Konami Digital Entertainment,,0.11
10400,Robotics;Notes,PS3,2012,Adventure,5pb,,0.11
10401,Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,,0.11
10402,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,,0.11
10403,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,,0.11
10404,Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,,0.11
10405,Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,,0.11
10406,Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,,0.11
10407,Bodycount,X360,2011,Shooter,Codemasters,,0.11
10408,The Price is Right: Decades,X360,2011,Misc,Ubisoft,,0.11
10409,JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,,0.11
10410,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,,0.11
10411,Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,,0.11
10412,Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,,0.11
10413,Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,,0.11
10414,To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,,0.11
10415,WWE All Stars,PS2,2011,Fighting,THQ,,0.11
10416,Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,,0.11
10417,18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,,0.11
10418,Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,,0.11
10419,Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,,0.11
10420,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,,0.11
10421,NCIS 3D,3DS,2011,Adventure,Ubisoft,,0.11
10422,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,,0.11
10423,DualPenSports,3DS,2011,Sports,Namco Bandai Games,,0.11
10424,HOP,DS,2011,Platform,505 Games,,0.11
10425,Yoostar2,PS3,2011,Misc,Unknown,,0.11
10426,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,,0.11
10427,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,,0.11
10428,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,,0.11
10429,Puss in Boots,DS,2011,Action,THQ,,0.11
10430,Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,,0.11
10431,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,,0.11
10432,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,,0.11
10433,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,,0.11
10434,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,,0.11
10435,Sonic Generations,PC,2011,Platform,Sega,,0.11
10436,National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,,0.11
10437,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,,0.11
10438,X-Men: Destiny,Wii,2011,Action,Activision,,0.11
10439,Cabela's Adventure Camp,PS3,2011,Misc,Activision,,0.11
10440,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,,0.11
10441,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,,0.11
10442,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,,0.11
10443,The First Templar,X360,2011,Action,Kalypso Media,,0.11
10444,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,,0.11
10445,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,,0.11
10446,Hollywood Squares,Wii,2010,Misc,Ubisoft,,0.11
10447,Cabela's North American Adventures,PS3,2010,Sports,Activision,,0.11
10448,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,,0.11
10449,Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,,0.11
10450,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,,0.11
10451,Grease,DS,2010,Misc,505 Games,,0.11
10452,PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,,0.11
10453,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,,0.11
10454,Blood Drive,X360,2010,Racing,Activision,,0.11
10455,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,,0.11
10456,PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,,0.11
10457,Let's Play Garden,DS,2010,Simulation,Deep Silver,,0.11
10458,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,,0.11
10459,Truth or Lies,X360,2010,Misc,THQ,,0.11
10460,Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,,0.11
10461,ATV Quad Kings,DS,2010,Racing,Storm City Games,,0.11
10462,Split/Second,PSP,2010,Racing,Disney Interactive Studios,,0.11
10463,BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,,0.11
10464,Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,,0.11
10465,Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,,0.11
10466,Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,,0.11
10467,Cabela's North American Adventures,X360,2010,Sports,Activision,,0.11
10468,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,,0.11
10469,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,,0.11
10470,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,,0.11
10471,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,,0.11
10472,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,,0.11
10473,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,,0.11
10474,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,,0.11
10475,SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,,0.11
10476,Girl Time,DS,2009,Simulation,THQ,,0.11
10477,Desktop Tower Defense,DS,2009,Strategy,THQ,,0.11
10478,Family Fun Football,Wii,2009,Sports,Tecmo Koei,,0.11
10479,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,,0.11
10480,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,,0.11
10481,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,,0.11
10482,Coraline,PS2,2009,Action,D3Publisher,,0.11
10483,Fabulous Finds,DS,2009,Puzzle,ValuSoft,,0.11
10484,Vacation Sports,Wii,2009,Sports,Ubisoft,,0.11
10485,WireWay,DS,2009,Adventure,Konami Digital Entertainment,,0.11
10486,Just In Time Translations,DS,2009,Misc,THQ,,0.11
10487,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,,0.11
10488,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,,0.11
10489,Spyborgs,Wii,2009,Action,Capcom,,0.11
10490,Machinarium,PC,2009,Adventure,Daedalic,,0.11
10491,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,,0.11
10492,Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,,0.11
10493,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,,0.11
10494,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,,0.11
10495,Planet 51,X360,2009,Action,Sega,,0.11
10496,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,,0.11
10497,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,,0.11
10498,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,,0.11
10499,Backyard Baseball '10,Wii,2009,Sports,Atari,,0.11
10500,Animal Planet: Vet Life,DS,2009,Simulation,Activision,,0.11
10501,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,,0.11
10502,JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,,0.11
10503,Deca Sports DS,DS,2009,Sports,Hudson Soft,,0.11
10504,Backyard NFL Football '10,X360,2009,Sports,Atari,,0.11
10505,Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,,0.11
10506,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,,0.11
10507,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,,0.11
10508,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,,0.11
10509,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,,0.11
10510,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,,0.11
10511,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,,0.11
10512,Science Papa,DS,2009,Misc,Activision,,0.11
10513,Tournament Pool,Wii,2009,Sports,Destineer,,0.11
10514,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,,0.11
10515,Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,,0.11
10516,Big League Sports: Summer,DS,2009,Sports,Activision,,0.11
10517,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,,0.11
10518,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,,0.11
10519,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,,0.11
10520,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,,0.11
10521,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,,0.11
10522,Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,,0.11
10523,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,,0.11
10524,Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,,0.11
10525,Mechanic Master,DS,2008,Puzzle,Midway Games,,0.11
10526,Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,,0.11
10527,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,,0.11
10528,My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft,,0.11
10529,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,,0.11
10530,Pimp My Ride,Wii,2008,Racing,Activision,,0.11
10531,Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,,0.11
10532,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,,0.11
10533,Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,,0.11
10534,Space Chimps,X360,2008,Platform,Brash Entertainment,,0.11
10535,The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,,0.11
10536,Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,,0.11
10537,Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,,0.11
10538,Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,,0.11
10539,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,,0.11
10540,Soma Bringer,DS,2008,Role-Playing,Nintendo,,0.11
10541,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,,0.11
10542,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,,0.11
10543,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,,0.11
10544,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,,0.11
10545,Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,,0.11
10546,My Boyfriend,DS,2008,Simulation,DTP Entertainment,,0.11
10547,Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,,0.11
10548,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,,0.11
10549,Dokapon Kingdom,PS2,2007,Role-Playing,Sting,,0.11
10550,Retro Game Challenge,DS,2007,Action,Namco Bandai Games,,0.11
10551,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,,0.11
10552,Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,,0.11
10553,The Settlers,DS,2007,Action,Ubisoft,,0.11
10554,Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,,0.11
10555,Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,,0.11
10556,Cake Mania,DS,2007,Puzzle,Majesco Entertainment,,0.11
10557,Surf's Up,PSP,2007,Sports,Ubisoft,,0.11
10558,Pocket Pets,DS,2007,Simulation,O3 Entertainment,,0.11
10559,Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,,0.11
10560,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,,0.11
10561,Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,,0.11
10562,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,,0.11
10563,The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,,0.11
10564,Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,,0.11
10565,Guitar Rock Tour,DS,2007,Misc,Gameloft,,0.11
10566,Smash Court Tennis 3,X360,2007,Sports,Atari,,0.11
10567,Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,,0.11
10568,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,,0.11
10569,Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,,0.11
10570,Touch Detective 2 1/2,DS,2007,Adventure,505 Games,,0.11
10571,Rocky Balboa,PSP,2007,Sports,Ubisoft,,0.11
10572,Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,,0.11
10573,Hitman Trilogy,PS2,2007,Action,Eidos Interactive,,0.11
10574,Tetris Evolution,X360,2007,Puzzle,THQ,,0.11
10575,The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,,0.11
10576,The BIGS,PSP,2007,Sports,Take-Two Interactive,,0.11
10577,Sudokuro,DS,2007,Puzzle,Crave Entertainment,,0.11
10578,Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,,0.11
10579,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,,0.11
10580,NASCAR 07,PS2,2006,Racing,Electronic Arts,,0.11
10581,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,,0.11
10582,Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,,0.11
10583,FIFA Street 2,GC,2006,Sports,Electronic Arts,,0.11
10584,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,,0.11
10585,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,,0.11
10586,Open Season,X360,2006,Platform,Ubisoft,,0.11
10587,Eragon,PSP,2006,Action,Vivendi Games,,0.11
10588,Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,,0.11
10589,Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,,0.11
10590,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,,0.11
10591,Odama,GC,2006,Misc,Nintendo,,0.11
10592,EA Replay,PSP,2006,Action,Electronic Arts,,0.11
10593,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,,0.11
10594,Pimp My Ride,X360,2006,Racing,Activision,,0.11
10595,Nicktoons: Unite!,DS,2006,Adventure,THQ,,0.11
10596,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,,0.11
10597,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,,0.11
10598,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,,0.11
10599,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,,0.11
10600,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,,0.11
10601,Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,,0.11
10602,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,,0.11
10603,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,,0.11
10604,X-Men: The Official Game,DS,2006,Action,Activision,,0.11
10605,Pac 'n Roll,DS,2005,Platform,Namco Bandai Games,,0.11
10606,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,,0.11
10607,Shining Force NEO,PS2,2005,Role-Playing,Sega,,0.11
10608,Taito Legends,PS2,2005,Misc,Empire Interactive,,0.11
10609,FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,,0.11
10610,Cold Winter,PS2,2005,Shooter,Vivendi Games,,0.11
10611,Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,,0.11
10612,Spy vs Spy,XB,2005,Action,Global Star,,0.11
10613,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,,0.11
10614,Cold Fear,PS2,2005,Action,Ubisoft,,0.11
10615,Metal Slug 4 & 5,PS2,2005,Shooter,SNK Playmore,,0.11
10616,J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,,0.11
10617,Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,,0.11
10618,Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,,0.11
10619,Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,,0.11
10620,Project: Snowblind,XB,2005,Action,Eidos Interactive,,0.11
10621,Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,,0.11
10622,Go! Sudoku (JP sales),PSP,2005,Puzzle,Sony Computer Entertainment,,0.11
10623,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,,0.11
10624,Bust-A-Move DS,DS,2005,Puzzle,505 Games,,0.11
10625,Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,,0.11
10626,Constantine,PS2,2005,Action,SCi,,0.11
10627,Real World Golf,PS2,2005,Sports,Valcon Games,,0.11
10628,ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,,0.11
10629,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,,0.11
10630,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,,0.11
10631,Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,,0.11
10632,Mega Man Zero 4,GBA,2005,Platform,Capcom,,0.11
10633,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo,,0.11
10634,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,,0.11
10635,Dead to Rights II,XB,2005,Shooter,Electronic Arts,,0.11
10636,Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,,0.11
10637,Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,,0.11
10638,Dead Man's Hand,XB,2004,Shooter,Atari,,0.11
10639,LEGO Knights' Kingdom,GBA,2004,Action,THQ,,0.11
10640,Army Men: Sarge's War,XB,2004,Shooter,Global Star,,0.11
10641,World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,,0.11
10642,Phantom Dust,XB,2004,Action,Microsoft Game Studios,,0.11
10643,Ping Pals,DS,2004,Misc,THQ,,0.11
10644,Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,,0.11
10645,AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,,0.11
10646,Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,,0.11
10647,Alias,PS2,2004,Action,Acclaim Entertainment,,0.11
10648,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,,0.11
10649,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,,0.11
10650,The Polar Express,GC,2004,Adventure,THQ,,0.11
10651,Robotech: Invasion,PS2,2004,Shooter,Global Star,,0.11
10652,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games,,0.11
10653,Fight Club,XB,2004,Fighting,Vivendi Games,,0.11
10654,Disney Channel Collection Vol. 1,GBA,2004,Misc,N/A,,0.11
10655,Smash Cars,PS2,2003,Racing,Metro 3D,,0.11
10656,Growlanser Generations,PS2,2003,Role-Playing,Atlus,,0.11
10657,Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,,0.11
10658,Batman: Dark Tomorrow,XB,2003,Action,Kemco,,0.11
10659,Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,,0.11
10660,The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,,0.11
10661,ESPN NHL Hockey,XB,2003,Sports,Sega,,0.11
10662,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,,0.11
10663,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,,0.11
10664,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,,0.11
10665,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,,0.11
10666,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,,0.11
10667,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,,0.11
10668,Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,,0.11
10669,Starsky & Hutch,GC,2003,Racing,BAM! Entertainment,,0.11
10670,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,,0.11
10671,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,,0.11
10672,SplashDown,XB,2002,Racing,Atari,,0.11
10673,ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,,0.11
10674,Phantasy Star Collection,GBA,2002,Role-Playing,Atari,,0.11
10675,NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,,0.11
10676,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,,0.11
10677,18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,,0.11
10678,NHL Hitz 20-03,XB,2002,Sports,Midway Games,,0.11
10679,Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software,,0.11
10680,Gun Metal,XB,2002,Shooter,Rage Software,,0.11
10681,BloodRayne,GC,2002,Shooter,Universal Interactive,,0.11
10682,InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,,0.11
10683,Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,,0.11
10684,Home Run King,GC,2002,Sports,Sega,,0.11
10685,Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft,,0.11
10686,Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,,0.11
10687,Hot Wheels Velocity X,GC,2002,Racing,THQ,,0.11
10688,Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,,0.11
10689,Army Men: RTS,PS2,2002,Strategy,3DO,,0.11
10690,XXX,GBA,2002,Action,Activision,,0.11
10691,Mobile Light Force 2,PS2,2002,Shooter,Taito,,0.11
10692,Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,,0.11
10693,Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,,0.11
10694,Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,,0.11
10695,X-Men: Next Dimension,XB,2002,Fighting,Activision,,0.11
10696,The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,,0.11
10697,Defender,GC,2002,Misc,Midway Games,,0.11
10698,BMX XXX,XB,2002,Sports,Acclaim Entertainment,,0.11
10699,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,,0.11
10700,Total Immersion Racing,PS2,2002,Racing,Empire Interactive,,0.11
10701,Space Invaders,GBA,2002,Shooter,Activision,,0.11
10702,GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,,0.11
10703,Stronghold,PC,2001,Strategy,Gathering of Developers,,0.11
10704,Lady Sia,GBA,2001,Platform,TDK Mediactive,,0.11
10705,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,,0.11
10706,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,,0.11
10707,F1 Racing Championship,PS,2000,Racing,Video System,,0.11
10708,Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,,0.11
10709,The King of Fighters '99,PS,2000,Fighting,SNK,,0.11
10710,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,,0.11
10711,GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,,0.11
10712,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,,0.11
10713,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,,0.11
10714,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,,0.11
10715,Aqua Aqua,PS2,2000,Puzzle,3DO,,0.11
10716,Sakura Wars,DC,2000,Adventure,Sega,,0.11
10717,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,,0.11
10718,BoomBots,PS,1999,Fighting,SouthPeak Games,,0.11
10719,International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,,0.11
10720,ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,,0.11
10721,Snowboard Kids 2,N64,1999,Sports,Atlus,,0.11
10722,Tonic Trouble,N64,1999,Platform,Ubisoft,,0.11
10723,Nuclear Strike 64,N64,1999,Simulation,THQ,,0.11
10724,Top Gear Rally 2,N64,1999,Racing,Kemco,,0.11
10725,Fighting Force 64,N64,1999,Action,Crave Entertainment,,0.11
10726,Breakout,PS,1999,Puzzle,Hasbro Interactive,,0.11
10727,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,,0.11
10728,Arcade Party Pak,PS,1999,Misc,Midway Games,,0.11
10729,Railroad Tycoon II,PS,1999,Strategy,PopTop Software,,0.11
10730,Black Bass with Blue Marlin,PS,1999,Sports,Starfish,,0.11
10731,Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,,0.11
10732,Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,,0.11
10733,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,,0.11
